name,Add to List,Social,Format,Episodes,Episode Duration,Status,Season,Average Score,Mean Score,Popularity,Favorites,Studios,Producers,Source,Hashtag,Genres,Romaji,English,Native,Synonyms,Tags,External & Streaming links,Relations,Characters,Staff,Status Distribution,Score Distribution,Trailer,Recommendations
Arknights: Reimei Zensou,"['Arknights: Reimei Zensou', 'In the land of Terra, natural disasters of unknown causes have been occurring irregularly in many areas. Therefore, the majority of the people, in order to escape those natural disasters, came to live in mobile cities developed over the years. The Originium left behind at the site of such Catastrophes, has led to the rapid progress of civilization due to their immense energy. But it also brought something else with it — an incurable disease called Oripathy.', '', 'Because the bodies of those with Oripathy gradually crystalize and become a new source of infection at the time of death, in many countries, the Infected are subject to persecution under regimes of segregation and forced labor. Those who were oppressed by the...']","['#71 Highest Rated 2022', '#80 Most Popular 2022']",['TV'],['8'],['24 mins'],['Finished'],['Fall 2022'],['71%'],['71%'],['21089'],['537'],['Yostar Pictures'],"['Hypergryph', 'Delfi Sound']",['Video Game'],['#アークナイツ #黎明前奏 #Arknights #PreludetoDawn'],"['Action', 'Fantasy']",['Arknights: Reimei Zensou'],['Arknights: PRELUDE TO DAWN'],['アークナイツ 黎明前奏'],['明日方舟: 黎明前奏'],"['Tragedy', '99%', 'Pandemic', '94%', 'Terrorism', '94%', 'War', '90%', 'Amnesia', '87%', 'Dystopian', '85%', 'Urban', '84%', 'Super Power', '82%', 'Kemonomimi', '77%', 'Magic', '74%', 'Medicine', '73%', 'Guns', '60%', 'Show 5 spoiler tags']","['Official Site JP', 'Official Site CN', 'Twitter JP', 'Twitter', 'Crunchyroll', '', '', '', '']","['Sequel', 'Arknights: Fuyukomori Kaerimichi', 'TV · Not Yet Released', 'Character', 'Last Of Me', 'Music · Finished', 'Character', 'Arknights Comic Anthology', 'Manga · Releasing', 'Character', 'End Like This', 'Music · Finished', 'Character', 'Holy Knight Light', 'Special · Finished', 'Character', 'Arknights: Operators!', 'Manga · Releasing', 'Character', 'Closure no Kimitsu File', 'ONA · Finished', 'Character', 'Lee Shi Zhentan Shiwusuo', 'ONA · Releasing', 'Character', 'Untitled World', 'Music · Finished', 'Character', ""Ain't Seen Nothing Like This"", 'Music · Finished', 'Character', 'Luode Dao Yuan Shi Jishi: Hei Gang', 'Manga · Finished', 'Character', 'A1 Xingdong Yubei Zu', 'Manga · Releasing', 'Character', 'Luode Dao Yuan Shi Jishi: Lai Yin Shengming', 'Manga · Finished', 'Character', 'Luode Chufang: Huigan', 'Manga · Releasing', 'Character', '123 Luode Dao!?', 'Manga · Releasing', 'Character', 'Running In The Dark', 'Music · Finished', 'Other', 'Arknights Anime PVs', 'Special · Releasing']","['Doctor', 'Main', 'Yuki Kaida', 'Japanese', 'Amiya', 'Main', 'Tomoyo Kurosawa', 'Japanese', ""Ch'en"", 'Supporting', 'Shizuka Ishigami', 'Japanese', ""Kal'tsit"", 'Supporting', 'Youko Hikasa', 'Japanese', 'Exusiai', 'Supporting', 'Manaka Iwami', 'Japanese', 'Liskarm', 'Supporting', 'Yui Ishikawa', 'Japanese']","['Hypergryph', 'Original Creator', 'Yui@W', 'Original Character Design', 'Yuuki Watanabe', 'Director', 'Masataka Nishikawa', 'Assistant Director']","['Planning', '8411 Users', 'Completed', '6057 Users', 'Current', '5107 Users', 'Dropped', '1012 Users']",[],,
Koukyuu no Karasu,"['Koukyuu no Karasu', 'Deep within the inner palace lives a special consort who does not serve the emperor despite her position as a consort. She is known as the Raven Consort. People who have seen her say she looks like an old woman, while others say she looks like a young girl. Stories tell of her use of mysterious arts, and how she can take on any request, be it death curses or finding lost things. Koushun, the current emperor, goes to visit the Raven Consort with that intention. Without knowing that their fated meeting will become a taboo that will overturn history.', '', '(Source: Shikkarito)']","['#61 Highest Rated 2022', '#86 Most Popular 2022']",['TV'],['13'],['24 mins'],['Finished'],['Fall 2022'],['71%'],['72%'],['16777'],['328'],['Bandai Namco Pictures'],"['Aniplex', 'Shueisha', 'Movic', 'Tohan', 'Marui Group', 'BS11', 'Kansai TV']",['Light Novel'],['#後宮の烏'],['Mystery'],['Koukyuu no Karasu'],['Raven of the Inner Palace'],['後宮の烏'],,"['Female Protagonist', '100%', 'Foreign', '96%', 'Historical', '95%', 'Primarily Adult Cast', '90%', 'Detective', '88%', 'Magic', '77%', 'Mythology', '74%', 'Episodic', '74%', 'Ghost', '73%', 'Shoujo', '72%', 'Kuudere', '70%', 'Necromancy', '70%', 'Heterosexual', '63%', 'Tsundere', '62%', 'Ojou-sama', '60%', 'Politics', '60%', 'Body Horror', '60%', 'Maids', '56%', 'Orphan', '56%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Crunchyroll', 'VRV', 'YouTube (Ani-One Asia)', '', '']","['Source', 'Koukyuu no Karasu', 'Light Novel · Finished']","['Jusetsu Ryuu', 'Main', 'Saku Mizuno', 'Japanese', 'Narrator', 'Supporting', 'Kikuko Inoue', 'Japanese', 'Koushun Ka', 'Supporting', 'Masaaki Mizunaka', 'Japanese', 'Jiujiu', 'Supporting', 'Marika Kouno', 'Japanese', 'Eisei', 'Supporting', 'Taku Yashiro', 'Japanese', 'Onkei', 'Supporting', 'Nobunaga Shimazaki', 'Japanese']","['Kouko Shirakawa', 'Original Story', 'Ayuko', 'Original Character Design', 'Chizuru Miyawaki', 'Director', 'Satomi Ooshima', 'Series Composition']","['Planning', '6881 Users', 'Completed', '4804 Users', 'Current', '3460 Users', 'Dropped', '1181 Users']",[],,
Futoku no Guild,"['Futoku no Guild', 'Kikuru Madan, is a monster hunter with excellent performance, because of his particular job in the forest, but he decided to quit it because of fear wasting his own youth...']","['#88 Most Popular 2022', '#25 Most Popular Fall 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['63%'],['63%'],['16093'],['440'],['TNK'],"['KADOKAWA', 'Square Enix', 'Bandai Namco Music Live', 'AT-X', 'EGG FIRM']",['Manga'],['#futoku_anime'],"['Action', 'Comedy', 'Ecchi', 'Fantasy']",['Futoku no Guild'],,['不徳のギルド'],"['กิลด์ป่วนก๊วนฮา', 'Guild of Depravity', 'Immoral Guild', 'Guild Tidak Bermoral']","['Nudity', '77%', 'Slapstick', '73%', 'Female Harem', '69%', 'Male Protagonist', '69%', 'Primarily Female Cast', '65%', 'Heterosexual', '64%', 'Ensemble Cast', '60%', 'Rural', '60%', 'Anachronism', '60%', 'Kemonomimi', '57%', 'Magic', '56%', 'Primarily Teen Cast', '53%', 'Shounen', '48%', 'Fitness', '45%', 'Elf', '45%', 'Archery', '40%', 'Martial Arts', '32%', 'Food', '30%', 'Butler', '23%', 'Maids', '23%', 'Demons', '13%', 'Show 1 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV']","['Source', 'Futoku no Guild', 'Manga · Releasing']","['Hitamu Kyan', 'Main', 'Carin Isobe', 'Japanese', 'Kikuru Madan', 'Main', 'Katsumi Fukuhara', 'Japanese', 'Maidena Angers', 'Main', 'Ayano Shibuya', 'Japanese', 'Tokishikko Dannar', 'Main', 'You Taichi', 'Japanese', 'Hanabata Nohkins', 'Main', 'Yuna Kamakura', 'Japanese', 'Noma Rune', 'Main', 'Saho Shirasu', 'Japanese']","['Taichi Kawazoe', 'Original Creator', 'Takuya Asaoka', 'Director', 'Kazuyuki Fudeyasu', 'Series Composition', 'Hiraku Kaneko', 'Character Design']","['Planning', '5564 Users', 'Completed', '5124 Users', 'Current', '3901 Users', 'Dropped', '1210 Users']",[],,
Golden Kamuy 4th Season,"['Golden Kamuy 4th Season', 'The fourth season of Golden Kamuy.']","['#222 Highest Rated All Time', '#24 Highest Rated 2022']",['TV'],['13'],['24 mins'],['Releasing'],['Fall 2022'],['80%'],['81%'],['15628'],['241'],"[""Brain's Base""]","['NBCUniversal Entertainment Japan', 'Sammy', 'Shueisha', 'JR Higashi Nihon Kikaku', 'Good Smile Company', 'Twin Engine', 'TOKYO MX']",['Manga'],['#ゴールデンカムイ'],"['Action', 'Adventure', 'Comedy']",['Golden Kamuy 4th Season'],['Golden Kamuy Season 4'],['ゴールデンカムイ 第四期'],,"['Military', '94%', 'Historical', '90%', 'Educational', '84%', 'Seinen', '82%', 'Archery', '79%', 'Ensemble Cast', '79%', 'Rural', '79%', 'Revenge', '79%', 'Foreign', '79%', 'Gore', '79%', 'Environmental', '79%', 'Animals', '79%', 'Swordplay', '79%', 'Survival', '79%', 'Travel', '79%', 'Guns', '79%', 'Primarily Adult Cast', '76%', 'Outdoor', '75%', 'Cute Boys Doing Cute Things', '72%', 'Food', '66%', 'Detective', '60%', 'Nudity', '60%', 'Language Barrier', '50%', 'Ice Skating', '40%', 'Fishing', '40%', 'Tanned Skin', '40%', 'Show 1 spoiler tags']","['Official Site JP', 'Twitter JP', 'Crunchyroll', 'VRV']","['Source', 'Golden Kamuy', 'Manga · Finished', 'Prequel', 'Golden Kamuy 3rd Season', 'TV · Finished', 'Spin Off', 'Golden Kamuy: Golden Douga Gekijou', 'ONA · Releasing']","['Saichi Sugimoto', 'Main', 'Chikahiro Kobayashi', 'Japanese', 'Asirpa', 'Main', 'Haruka Shiraishi', 'Japanese', 'Yoshitake Shiraishi', 'Main', 'Kentarou Itou', 'Japanese', 'Narrator', 'Supporting', 'Fumihiko Tachiki', 'Japanese', 'Toshizou Hijikata', 'Supporting', 'Jouji Nakata', 'Japanese', 'Shinpachi Nagakura', 'Supporting', 'Takayuki Sugou', 'Japanese']","['Satoru Noda', 'Original Creator', 'Shizutaka Sugahara', 'Chief Director', 'Noboru Takagi', 'Series Composition', 'Takumi Yamakawa', 'Character Design']","['Planning', '7567 Users', 'Current', '6188 Users', 'Paused', '1514 Users', 'Completed', '241 Users']",[],,
Mushikaburi-hime,"['Mushikaburi-hime', 'Known as the Bibliophile Princess for her unquenchable love of books, Lady Eliana Bernstein wants nothing more than to shirk social duties in favor of retreating to the library. So, when the handsome Crown Prince Christopher promises to shield her from high-society drudgery in exchange for pretending to be his fiancée, she jumps at the chance to hide behind their sham relationship and read to her heart’s content (especially since he’s offered her access to the palace library). But much like the plot of her favorite novel, soon Eli’s feelings for the prince develop in unexpected ways, and she realizes she can’t always judge a royal book by its cover.', '', '(Source: HIDIVE)']","['#97 Highest Rated 2022', '#94 Most Popular 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['66%'],['67%'],['13516'],['273'],['MADHOUSE'],"['KADOKAWA', 'Ichijinsha', 'BS Nippon', 'Kansai TV', 'AT-X', 'TOKYO MX']",['Light Novel'],['#虫かぶり姫'],"['Drama', 'Romance']",['Mushikaburi-hime'],['Bibliophile Princess'],['虫かぶり姫'],"['Princess of the Bibliophile', 'บันทึกรักเจ้าหญิงหนอนหนังสือ', 'La principessa bibliofila']","['Female Protagonist', '83%', 'Ojou-sama', '80%', 'Heterosexual', '74%', 'Historical', '73%', 'Shoujo', '70%', 'Kuudere', '60%', 'Foreign', '20%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', '', '']","['Source', 'Mushikaburi-hime', 'Light Novel · Releasing', 'Alternative', 'Mushikaburi-hime', 'Manga · Releasing']","['Eliana Bernstein', 'Main', 'Reina Ueda', 'Japanese', 'Christopher Selkirk Ashelard', 'Main', 'Ryouhei Kimura', 'Japanese', 'Alexei Strasser', 'Supporting', 'Kouki Uchiyama', 'Japanese', 'Glen Eisenach', 'Supporting', 'Yuuma Uchida', 'Japanese', 'Alan Ferrera', 'Supporting', 'Gen Satou', 'Japanese', 'Theodore Warren Ashelard', 'Supporting', 'Wataru Hatano', 'Japanese']","['Yui', 'Original Story', 'Satsuki Shiina', 'Original Character Design', 'Tarou Iwasaki', 'Director', 'Mitsutaka Hirota', 'Series Composition']","['Planning', '5390 Users', 'Completed', '3707 Users', 'Current', '3107 Users', 'Dropped', '972 Users']",[],,
Shinmai Renkinjutsushi no Tenpo Keiei,"['Shinmai Renkinjutsushi no Tenpo Keiei', ""Orphaned Sarasa just graduated from the Royal Alchemist Academy, and that means her longed-for life of elegance and riches is close at hand! As a graduation gift, her teacher gifts her a house to set up shop — but Sarasa’s dilapidated new digs are beyond far-flung. What’s a novice alchemist to do when they're stuck in the middle of nowhere with a business to run and supplies to gather from a very dangerous natural world? Whether it’s facing down frightening fantasy creatures or finding creative ways to attract customers, Sarasa has her work cut out for her as she achieves her dream of becoming the greatest alchemist around!"", '', '(Source: HIDIVE)']","['#97 Most Popular 2022', '#28 Most Popular Fall 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['64%'],['65%'],['12580'],['237'],['ENGI'],"['KADOKAWA', 'Sammy', 'Nippon Columbia', 'AT-X', 'Kill Time Communication']",['Light Novel'],['#shinmai_renkin'],"['Fantasy', 'Slice of Life']",['Shinmai Renkinjutsushi no Tenpo Keiei'],['Management of a Novice Alchemist'],['新米錬金術師の店舗経営'],"['Management of Novice Alchemist: Get My Shop!', 'La novella alchimista apre bottega']","['Alchemy', '100%', 'Female Protagonist', '96%', 'Work', '94%', 'Magic', '92%', 'Rural', '89%', 'Primarily Female Cast', '82%', 'Cute Girls Doing Cute Things', '80%', 'Economics', '62%']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'HIDIVE', '', '']","['Source', 'Shinmai Renkinjutsushi no Tenpo Keiei', 'Light Novel · Releasing', 'Alternative', 'Shinmai Renkinjutsushi no Tenpo Keiei', 'Manga · Releasing', 'Side Story', 'Shinmai Renkinjutsushi no Tenpo Keiei Mini Anime', 'ONA · Finished', 'Side Story', 'Shinmai Renkinjutsushi no Tenpo Keiei Mini Anime: Onsen', 'Special · Releasing']","['Sarasa Feed', 'Main', 'Kanon Takao', 'Japanese', 'Rorea', 'Main', 'Hina Kino', 'Japanese', 'Iris Lotze', 'Main', 'Saori Oonishi', 'Japanese', 'Kate Starven', 'Main', 'Nanaka Suwa', 'Japanese', 'Ophelia Millis', 'Supporting', 'Mitsuki Saiga', 'Japanese', 'Maria', 'Supporting', 'Ami Koshimizu', 'Japanese']","['Mizuho Itsuki', 'Original Story', 'Fuumi', 'Original Character Design', 'Hiroshi Ikehata', 'Director', 'Shigeru Murakoshi', 'Series Composition']","['Completed', '4738 Users', 'Planning', '3741 Users', 'Current', '2812 Users', 'Dropped', '1018 Users']",[],,
KanColle: Itsuka Ano Umi de,"['KanColle: Itsuka Ano Umi de', 'A sequel to Kantai Collection: KanColle.', '', 'Shigure finds herself assigned to the 1st Striking Force 3rd Division for an important upcoming operation along with a surprising variety of other Fleet Girls. What will their role in the next big offensive against the Abyssals be?', '', '(Source: Crunchyroll)']","['#29 Most Popular Fall 2022', 'Airing', 'Ep 7: 19d 10h 5m']",['TV'],['8'],['24 mins'],['Releasing'],['Fall 2022'],['60%'],['63%'],['11040'],['120'],['ENGI'],['KADOKAWA'],['Video Game'],['#艦これ'],"['Action', 'Sci-Fi']",['KanColle: Itsuka Ano Umi de'],"[""KanColle Season 2: Let's Meet at Sea""]",['艦これ いつかあの海で'],"['KanKore 2', 'Kantai Collection: KanColle 2', 'KanColle: See You Again on Another Quiet Blue Sea', 'Fleet Girls Collection KanColle 1944: いつかあの海で']","['Female Protagonist', '92%', 'Military', '88%', 'Ships', '88%', 'Primarily Female Cast', '88%', 'Historical', '79%', 'Tragedy', '79%', 'War', '79%', 'Ensemble Cast', '79%', 'CGI', '60%', 'Cute Girls Doing Cute Things', '45%', 'School', '34%', 'Kuudere', '20%']","['Official Site JP', 'Twitter JP', 'Crunchyroll', 'VRV', '', '', '', '']","['Prequel', 'Kantai Collection: KanColle', 'TV · Finished']","['Shigure', 'Main', 'Yumi Tanibe', 'Japanese', 'Michishio', 'Main', 'Wakana Miyakawa', 'Japanese', 'Fusou', 'Main', 'Saki Fujita', 'Japanese', 'Mogami', 'Main', 'Aya Suzaki', 'Japanese', 'Yamagumo', 'Main', 'Yui Horie', 'Japanese', 'Yamashiro', 'Main', 'Saki Fujita', 'Japanese']","['Kazuya Miura', 'Director', 'Kensuke Tanaka', 'Series Composition', 'Chika Noumi', 'Character Design', 'Yuuichi Imaizumi', 'Sound Director']","['Planning', '8909 Users', 'Current', '1712 Users', 'Dropped', '196 Users', 'Paused', '119 Users']",[],,
Poputepipikku 2,"['Poputepipikku 2', 'The second season of Poputepipikku.']","['#49 Highest Rated 2022', '#19 Highest Rated Fall 2022']",['TV'],['12'],['24 mins'],['Finished'],['Fall 2022'],['74%'],['75%'],['10301'],['138'],"['Space Neko Company', 'Kamikaze Douga']",['King Records'],['Manga'],['#ポプテピピック #PPTP'],['Comedy'],['Poputepipikku 2'],['Pop Team Epic Season 2'],['ポプテピピック 2'],"['PPTP 2', 'PTE 2', 'ポプテピピック TVアニメーション作品第二シリーズ']","['Surreal Comedy', '90%', 'Parody', '81%', 'Meta', '77%', 'Slapstick', '66%', 'Henshin', '66%', 'Satire', '64%', 'Cosmic Horror', '53%', 'Goblin', '40%', 'Space', '30%', 'CGI', '26%', 'Battle Royale', '20%', 'Super Robot', '20%', 'Crossover', '20%', 'Guns', '20%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Crunchyroll', 'Funimation', 'VRV']","['Source', 'Poputepipikku', 'Manga · Releasing', 'Prequel', 'Poputepipikku', 'TV · Finished', 'Character', 'Made in Abyss: Retsujitsu no Ougonkyou', 'TV · Finished']","['Popuko', 'Main', 'Aya Hirano', 'Japanese', 'Pipimi', 'Main', 'Minori Chihara', 'Japanese', 'Hellshake Yano', 'Main', 'AC-Bu', 'Japanese', 'Shouta Aoi', 'Supporting', 'Shouta Aoi', 'Japanese', 'Nanachi', 'Supporting', 'Shiori Izawa', 'Japanese', 'Narrator', 'Supporting', 'Arisa Kinami', 'Japanese']","['Bukubu Ookawa', 'Original Creator', 'Jun Aoki', 'Director', 'Jun Aoki', 'Series Composition', 'Tooru Kanegae', 'Sound Director']","['Planning', '4080 Users', 'Completed', '3462 Users', 'Current', '2291 Users', 'Dropped', '286 Users']",[],,
4-nin wa Sorezore Uso wo Tsuku,"['4-nin wa Sorezore Uso wo Tsuku', ""The school comedy story follows four friends at a girls' school. They may seem like ordinary second-year junior high school students at first glance, but they are a space pilot, a ninja without a clan, a girl with supernatural powers, and a boy in girls' clothes."", '', '(Source: Anime News Network)']","['#86 Highest Rated 2022', '#28 Highest Rated Fall 2022']",['TV'],['11'],['23 mins'],['Finished'],['Fall 2022'],['68%'],['68%'],['7660'],['103'],['Studio Flad'],"['ABC Animation', 'Studio Pierrot', 'Bandai Namco Music Live', 'MediBang']",['Manga'],['#4ウソ'],"['Comedy', 'Sci-Fi', 'Slice of Life', 'Supernatural']",['4-nin wa Sorezore Uso wo Tsuku'],['The Little Lies We All Tell'],['4人はそれぞれウソをつく'],,"['Surreal Comedy', '100%', 'Aliens', '96%', 'Cute Girls Doing Cute Things', '95%', 'Ninja', '85%', 'Female Protagonist', '85%', 'Episodic', '84%', 'Primarily Female Cast', '82%', 'Primarily Teen Cast', '80%', 'Ensemble Cast', '79%', 'Super Power', '79%', 'Crossdressing', '76%', 'School', '68%', 'Male Protagonist', '68%', 'Urban', '44%', 'LGBTQ+ Themes', '35%', 'Swimming', '26%', 'Food', '20%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', '', '']","['Source', '4-nin wa Sorezore Uso wo Tsuku', 'Manga · Releasing']","['Rikka', 'Main', 'Chiemi Tanaka', 'Japanese', 'Chiyo', 'Main', 'Natsumi Murakami', 'Japanese', 'Sekine', 'Main', 'Ayane Sakura', 'Japanese', 'Tsuyoshi', 'Main', 'Megumi Han', 'Japanese', 'Narrator', 'Supporting', 'Houchuu Ootsuka', 'Japanese', 'Brian-sensei', 'Supporting', 'Youji Ueda', 'Japanese']","['Madoka Kashihara', 'Original Creator', 'Makoto Hoshino', 'Director', 'Megumi Shimizu', 'Series Composition', 'Ruriko Watanabe', 'Character Design']","['Planning', '3072 Users', 'Completed', '2562 Users', 'Current', '1204 Users', 'Dropped', '649 Users']",[],,
Berserk: Ougon Jidai-hen - MEMORIAL EDITION,"['Berserk: Ougon Jidai-hen - MEMORIAL EDITION', ""Kentaro Miura's legendary series returns in Berserk: The Golden Age Arc - Memorial Edition."", '', 'The lone mercenary Guts travels a land where a century-old war is raging. His ferocity and skill in battle attract the attention of Griffith, the leader of a group of mercenaries called the Band of the Hawk. Guts becomes Griffith’s closest ally and confidant, but despite all their victories, Guts begins to question why he fights for another man’s dream of ruling his own kingdom. Unknown to Guts, Griffith’s unyielding ambition is about to bestow a horrible fate on them both.', '', '(Source: Crunchyroll, Viz Media)', '', 'Note: This is a TV broadcast of the Golden Age film trilogy, with hundreds of new cuts inc...']","['#48 Highest Rated 2022', '#18 Highest Rated Fall 2022']",['TV'],['13'],['26 mins'],['Finished'],['Fall 2022'],['74%'],['75%'],['7147'],['195'],['Studio 4°C'],"['Aniplex', 'Hakusensha', 'VAP', 'Beyond C.', 'KDDI', 'Movic', 'Yahoo! Japan', 'Good Smile Company', 'Rialto Entertainment']",['Manga'],['#ベルセルク #BERSERK'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",['Berserk: Ougon Jidai-hen - MEMORIAL EDITION'],['Berserk: The Golden Age Arc - Memorial Edition'],['ベルセルク 黄金時代篇 MEMORIAL EDITION'],,"['Male Protagonist', '88%', 'Seinen', '85%', 'Primarily Adult Cast', '84%', 'War', '80%', 'Swordplay', '80%', 'Gore', '80%', 'Military', '75%', 'Politics', '75%', 'CGI', '55%', 'Anti-Hero', '20%', 'Show 3 spoiler tags']","['Official Site JP', 'Twitter JP', 'Bilibili TV', 'Crunchyroll', 'VRV', 'Hulu', '', '', '', '', '', '']","['Source', 'Berserk', 'Manga · Releasing', 'Sequel', 'Berserk', 'TV · Finished', 'Alternative', 'Kenpuu Denki Berserk', 'TV · Finished', 'Alternative', 'Berserk: Ougon Jidai-hen I - Haou no Tamago', 'Movie · Finished', 'Alternative', 'Berserk: Ougon Jidai-hen II - Doldrey Kouryaku', 'Movie · Finished', 'Alternative', 'Berserk: Ougon Jidai-hen III - Kourin', 'Movie · Finished']","['Guts', 'Main', 'Hiroaki Iwanaga', 'Japanese', 'Casca', 'Main', 'Toa Yukinari', 'Japanese', 'Griffith', 'Main', 'Takahiro Sakurai', 'Japanese', 'Judeau', 'Supporting', 'Yuuki Kaji', 'Japanese', 'Pippin', 'Supporting', 'Takahiro Fujiwara', 'Japanese', 'Rickert', 'Supporting', 'Minako Kotobuki', 'Japanese']","['Kentarou Miura', 'Original Creator', 'Yuuta Sano', 'Director', 'Ichirou Ookouchi', 'Script', 'Shirou Sagisu', 'Music']","['Planning', '2826 Users', 'Completed', '2235 Users', 'Current', '1627 Users', 'Dropped', '297 Users']",[],,
